#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description,,,,
603,CVE-2018-13632,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for NEXPARA,,,,
604,CVE-2018-13631,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for doccoin,,,,
605,CVE-2018-13630,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DoccoinPreICO,,,,
606,CVE-2018-13629,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CrimsonShilling,,,,
607,CVE-2018-13628,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MomentumToken,,,,
608,CVE-2018-13627,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MyOffer,,,,
609,CVE-2018-13626,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SemainToken,,,,
610,CVE-2018-13625,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintlvlToken function of a smart contract implementation for Krown,,,,
611,CVE-2018-13624,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for WXSLToken,,,,
612,CVE-2018-13623,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for AirdropperCryptics,,,,
613,CVE-2018-13622,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ObjectToken (OBJ),,,,
614,CVE-2018-13621,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SoundTribeToken,,,,
615,CVE-2018-13620,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TripCash,,,,
616,CVE-2018-13619,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MicoinToken,,,,
617,CVE-2018-13618,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for VICETOKEN_ICO_IS_A_SCAM,,,,
618,CVE-2018-13617,190,,Overflow,2018-07-09,2018-09-06,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CAPTOZ,,,,
619,CVE-2018-13616,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for IOCT_Coin,,,,
620,CVE-2018-13615,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MJCToken,,,,
621,CVE-2018-13614,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MAVCash,,,,
622,CVE-2018-13613,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CON0217,,,,
623,CVE-2018-13612,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Robincoin,,,,
624,CVE-2018-13611,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CDcurrency,,,,
625,CVE-2018-13610,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MedicayunLink,,,,
626,CVE-2018-13609,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CSAToken,,,,
627,CVE-2018-13608,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for archercoin,,,,
628,CVE-2018-13607,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ResidualShare,,,,
629,CVE-2018-13606,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ARChain,,,,
630,CVE-2018-13605,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Extreme Coin (XT) (Contract Name: ExtremeToken),,,,
631,CVE-2018-13604,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for wellieat,,,,
632,CVE-2018-13603,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Briant2Token,,,,
633,CVE-2018-13602,190,,Overflow,2018-07-09,2020-04-20,5,None,Remote,Low,Not required,None,Partial,None,The mint function of a smart contract implementation for MiningToken,,,,
634,CVE-2018-13601,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for GalacticX,,,,
635,CVE-2018-13600,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for AMToken,,,,
636,CVE-2018-13599,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ResidualValue,,,,
637,CVE-2018-13598,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SendMe,,,,
638,CVE-2018-13597,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for testcoin,,,,
639,CVE-2018-13596,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TESTAhihi,,,,
640,CVE-2018-13595,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BitStore,,,,
641,CVE-2018-13594,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CardFactory,,,,
642,CVE-2018-13593,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CardToken,,,,
643,CVE-2018-13592,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for RajTest,,,,
644,CVE-2018-13591,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for KAPcoin,,,,
645,CVE-2018-13590,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SIPCOIN,,,,
646,CVE-2018-13589,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MooAdvToken,,,,
647,CVE-2018-13588,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Code47 (C47),,,,
648,CVE-2018-13587,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DECToken,,,,
649,CVE-2018-13586,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Nectar (NCTR),,,,
650,CVE-2018-13585,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CHERRYCOIN,,,,
651,CVE-2018-13584,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for yasudem,,,,
652,CVE-2018-13583,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Shmoo,,,,
653,CVE-2018-13582,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for My2Token,,,,
654,CVE-2018-13581,190,,Overflow,2018-07-09,2020-06-03,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TravelCoin (TRV),,,,
655,CVE-2018-13580,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ProvidenceCasino (PVE),,,,
656,CVE-2018-13579,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ForeverCoin,,,,
657,CVE-2018-13578,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for GalaxyCoin,,,,
658,CVE-2018-13577,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ShitCoin (SHITC) (Contract Name: AdvancedShit),,,,
659,CVE-2018-13576,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Escut (ESCT) (Contract Name: JuntsPerCreixer),,,,
660,CVE-2018-13575,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for YESToken,,,,
661,CVE-2018-13574,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DataShieldCoin,,,,
662,CVE-2018-13573,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TripPay,,,,
663,CVE-2018-13572,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PGM_Coin,,,,
664,CVE-2018-13571,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for GoramCoin,,,,
665,CVE-2018-13570,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mint function of a smart contract implementation for kkTestCoin1 (KTC1),,,,
666,CVE-2018-13569,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for HitToken,,,,
667,CVE-2018-13568,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MktCoin,,,,
668,CVE-2018-13567,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SDR,,,,
669,CVE-2018-13566,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for RETNToken,,,,
670,CVE-2018-13565,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Co2Bit,,,,
671,CVE-2018-13564,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for GATcoin,,,,
672,CVE-2018-13563,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for UPayToken,,,,
673,CVE-2018-13562,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BMVCoin,,,,
674,CVE-2018-13561,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for YourCoin (ICO) (Contract Name: ETH033),,,,
675,CVE-2018-13560,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for KelvinToken,,,,
676,CVE-2018-13559,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for UTCT,,,,
677,CVE-2018-13558,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for rhovit,,,,
678,CVE-2018-13557,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Trabet_Coin,,,,
679,CVE-2018-13556,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for COSMOTokenERC20,,,,
680,CVE-2018-13555,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for JaxBox,,,,
681,CVE-2018-13554,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MoneyTree (TREE),,,,
682,CVE-2018-13553,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Micro BTC (MBTC),,,,
683,CVE-2018-13552,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Trabet_Coin_PreICO,,,,
684,CVE-2018-13551,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Bgamecoin,,,,
685,CVE-2018-13550,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Coquinho Coin (CQNC) (Contract Name: CoquinhoERC20),,,,
686,CVE-2018-13549,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for NeuroToken,,,,
687,CVE-2018-13548,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Mimicoin,,,,
688,CVE-2018-13547,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Providence Crypto Casino (PVE) (Contract Name: ProvidenceCasinoToken),,,,
689,CVE-2018-13546,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CCASH,,,,
690,CVE-2018-13545,190,,Overflow,2018-07-09,2018-09-04,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for HashShield,,,,
691,CVE-2018-13544,190,,Overflow,2018-07-09,2018-08-31,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Numisma,,,,
692,CVE-2018-13543,190,,Overflow,2018-07-09,2020-02-12,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for GemstoneToken,,,,
693,CVE-2018-13542,190,,Overflow,2018-07-09,2018-08-31,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ZIBToken,,,,
694,CVE-2018-13541,190,,Overflow,2018-07-09,2018-08-31,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CryptoLeu,,,,
695,CVE-2018-13540,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for GSI,,,,
696,CVE-2018-13539,190,,Overflow XSS,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Bcxss,,,,
697,CVE-2018-13538,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SIPCToken,,,,
698,CVE-2018-13537,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for EthereumLegit,,,,
699,CVE-2018-13536,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ERC20_ICO,,,,
700,CVE-2018-13535,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PACCOIN,,,,
701,CVE-2018-13534,190,,Overflow,2018-07-09,2020-02-12,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SpeedCashLite (SCSL),,,,
702,CVE-2018-13533,190,,Overflow,2018-07-09,2020-07-16,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ALUXToken,,,,
703,CVE-2018-13532,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Mindexcoin,,,,
704,CVE-2018-13531,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MaxHouse,,,,
705,CVE-2018-13530,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for HunterCoin,,,,
706,CVE-2018-13529,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BetterThanAdrien,,,,
707,CVE-2018-13528,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DhaCoin,,,,
708,CVE-2018-13527,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ElevateCoin,,,,
709,CVE-2018-13526,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for WangWangToken,,,,
710,CVE-2018-13525,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Flow,,,,
711,CVE-2018-13524,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PornCoin (PRNC),,,,
712,CVE-2018-13523,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SmartPayment,,,,
713,CVE-2018-13522,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for EXGROUP,,,,
714,CVE-2018-13521,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PinkyToken,,,,
715,CVE-2018-13520,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TopscoinAdvanced,,,,
716,CVE-2018-13519,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mint function of a smart contract implementation for DigitalCloudToken,,,,
717,CVE-2018-13518,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TCash,,,,
718,CVE-2018-13517,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for C3 Token (C3),,,,
719,CVE-2018-13516,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Super Cool Awesome Money (SCAM),,,,
720,CVE-2018-13515,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for aman,,,,
721,CVE-2018-13514,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for esportz,,,,
722,CVE-2018-13513,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Ubiou,,,,
723,CVE-2018-13512,190,,Overflow,2018-07-09,2020-04-17,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SmartHomeCoin,,,,
724,CVE-2018-13511,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CorelliCoin,,,,
725,CVE-2018-13510,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Welfare Token Fund (WTF),,,,
726,CVE-2018-13509,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for IamRich,,,,
727,CVE-2018-13508,190,,Overflow,2018-07-09,2020-06-03,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for VITToken,,,,
728,CVE-2018-13507,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SLCAdvancedToken,,,,
729,CVE-2018-13506,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SDR22,,,,
730,CVE-2018-13505,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ecogreenhouse,,,,
731,CVE-2018-13504,190,,Overflow,2018-07-09,2020-06-03,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MMCoin,,,,
732,CVE-2018-13503,190,,Overflow,2018-07-09,2018-09-06,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for South Park Token Token (SPTKN),,,,
733,CVE-2018-13502,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for HeliumNetwork,,,,
734,CVE-2018-13501,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for HRWtoken,,,,
735,CVE-2018-13500,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for MSXAdvanced,,,,
736,CVE-2018-13499,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Crowdsale,,,,
737,CVE-2018-13498,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for KAPAYcoin,,,,
738,CVE-2018-13497,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for COBToken,,,,
739,CVE-2018-13496,190,,Overflow,2018-07-09,2018-08-31,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for RajTestICO,,,,
740,CVE-2018-13495,190,,Overflow,2018-07-09,2020-02-12,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for KMCToken,,,,
741,CVE-2018-13494,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SusanTokenERC20,,,,
742,CVE-2018-13493,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DaddyToken,,,,
743,CVE-2018-13492,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for naga,,,,
744,CVE-2018-13491,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Carrot,,,,
745,CVE-2018-13490,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for FILM,,,,
746,CVE-2018-13489,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for OllisCoin,,,,
747,CVE-2018-13488,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for Crypto Alley Shares (CAST),,,,
748,CVE-2018-13487,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PlatoToken,,,,
749,CVE-2018-13486,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for HELP,,,,
750,CVE-2018-13485,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BitcoinAgileToken,,,,
751,CVE-2018-13484,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CBRToken,,,,
752,CVE-2018-13483,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for mkethToken,,,,
753,CVE-2018-13482,190,,Overflow,2018-07-09,2018-08-29,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ETHERCASH (ETC),,,,
754,CVE-2018-13481,190,,Overflow,2018-07-09,2020-07-16,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for TRIUM,,,,
755,CVE-2018-13480,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for QRG,,,,
756,CVE-2018-13479,190,,Overflow,2018-07-09,2020-02-12,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for SlidebitsToken,,,,
757,CVE-2018-13478,190,,Overflow,2018-07-09,2020-07-16,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for DMPToken,,,,
758,CVE-2018-13477,190,,Overflow,2018-07-09,2020-07-16,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for CTESale,,,,
759,CVE-2018-13476,190,,Overflow,2018-07-09,2018-08-31,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for PhilCoin,,,,
760,CVE-2018-13475,190,,Overflow,2018-07-09,2018-08-28,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for VSCToken,,,,
761,CVE-2018-13474,190,,Overflow,2018-07-09,2020-02-06,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for FansChainToken,,,,
762,CVE-2018-13473,190,,Overflow,2018-07-09,2020-02-12,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for ohni_2 (OHNI),,,,
763,CVE-2018-13472,190,,Overflow,2018-07-09,2018-08-31,5,None,Remote,Low,Not required,None,Partial,None,The mint function of a smart contract implementation for CloutToken,,,,
764,CVE-2018-13471,190,,Overflow,2018-07-09,2020-07-16,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BeyondCashToken,,,,
765,CVE-2018-13470,190,,Overflow,2018-07-09,2018-08-30,5,None,Remote,Low,Not required,None,Partial,None,The mintToken function of a smart contract implementation for BuyerToken,,,,
