ParentId,PostType,CreationDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,,LastActivityDate,LastEditDate,CommentCount,FavouriteCount
50233,1,2016-06-22T18:16:37.687,3,4180,48365,,2016-07-18T10:55:40.860,,1,,"<p><strong>Issue</strong></p>

<p>I'm running CentOS 7 on a Raspberry Pi 3 (image here: <a href=""http://buildlogs.centos.org/centos/7/isos/armhfp/CentOS-Userland-7-armv7hl-Minimal-1602-RaspberryPi3.img.xz"" rel=""nofollow"">http://buildlogs.centos.org/centos/7/isos/armhfp/CentOS-Userland-7-armv7hl-Minimal-1602-RaspberryPi3.img.xz</a>). I'm attempting to enable SELinux on the Pi. After installing the necessary packages, changing the parameter <code>SELINUX=disabled</code> to <code>SELINUX=permissive</code>, and running:</p>

<pre><code>touch /.autorelabel
reboot
</code></pre>

<p>all as the root user, I'm still faced with the following output after reboot:</p>

<pre><code>$ getenforce
Disabled
$ sestatus
SELinux status:                 disabled
</code></pre>

<p><strong>Troubleshooting</strong></p>

<p>I've installed the following packages:</p>

<pre><code>policycoreutils 
policycoreutils-python 
selinux-policy 
selinux-policy-targeted 
libselinux-utils 
setroubleshoot-server 
setools 
setools-console
</code></pre>

<p>The current content of <code>/etc/selinux/config</code>:</p>

<pre><code># This file controls the state of SELinux on the system.
# SELINUX= can take one of these three values:
#     enforcing - SELinux security policy is enforced.
#     permissive - SELinux prints warnings instead of enforcing.
#     disabled - No SELinux policy is loaded.
SELINUX=permissive
# SELINUXTYPE= can take one of three two values:
#     targeted - Targeted processes are protected,
#     minimum - Modification of targeted policy. Only selected processes are protected.
#     mls - Multi Level Security protection.
SELINUXTYPE=targeted
</code></pre>

<p>I know that bootloaders such as grub sometimes disable SELinux in their config files during boot but I checked the native raspberry pi boot configs (<code>/boot/config.txt</code> and <code>/boot/cmdline.txt</code>) and there doesn't seem to be anything that would disable SELinux in those either. </p>

<p>Any help or suggestion is appreciated!</p>
"
50316,1,2016-06-24T14:40:50.427,1,624,48439,,2017-04-02T10:04:30.120,2016-06-24T14:47:07.643,3,,"<p>Having followed the adafruit ""overview playing music with buttons raspberry pi"" I thought I knew it all but then I wanted to play random files and then to scroll through the files and play them by button press. </p>

<p>couple notes: the mp3 files are in the same \home\pi directory as the python script. What I want is to flow through 4 separate music folders by genre, but don't know why adafruit neglected to address this topic.</p>

<p>The error(s) you ask? 
1)<strong>""subprocess is not defined"" What do I do?</strong>
2)""the file could not be found to even play </p>

<pre><code>#!/usr/bin/env python

from os import listdir
import subprocess
from time import sleep

import RPi.GPIO as GPIO

GPIO.setmode(GPIO.BCM)
GPIO.setup(23, GPIO.IN)
GPIO.setup(24, GPIO.IN)
GPIO.setup(25, GPIO.IN)

mp3_files = [ f for f in listdir('.') if f[-4:] == '.mp3' ]

if not (len(mp3_files) &gt; 0):
    print ""No mp3 files found!""

print '--- Available mp3 files ---'
print mp3_files
print '--- Press button #1 to select mp3, button #2 to play current. ---'

index = 0
while True:
    if (GPIO.input(23) == False):
        index += 1
        if index &gt;= len(mp3_files):
            index = 0
        print ""--- "" + mp3_files[index] + "" ---""

    if (GPIO.input(24) == False):
        subprocess.Popen(['mpg123', mp3_files[index]])
        print '--- Playing ' + mp3_files[index] + ' ---'
        print '--- Press button #3 to clear playing mp3s. ---'
        sleep(1)

    if (GPIO.input(25) == False):
        subprocess.call(['killall', 'mpg123'])
        print '--- Cleared all existing mp3s. ---'

    sleep(0.1);
</code></pre>
"
50561,1,2016-06-29T22:39:24.370,2,688,48745,,2020-04-12T06:01:55.247,,3,,"<p>Trying to connect a Pi 2 running Raspian Jessie to a really borked wifi network. There's one persistently bad access point that unfortunately is closest. So I'm trying to tell it to ignore that one and try something else (there's plenty in range).</p>

<p>I've tried the following in /etc/wpa_supplicant/wpa_supplicant.conf :</p>

<pre><code>network={
        ssid=""BorkedNet""
        psk=""PasswordGoesHere""
        key_mgmt=WPA-PSK
        bssid_blacklist=11:22:33:aa:bb:cc
}
</code></pre>

<p>but when I try to restart the adapter I get </p>

<pre><code>wpa_supplicant: /sbin/wpa_supplicant daemon failed to start
run-parts: /etc/network/if-pre-up.d/wpasupplicant exited with return code 1
Failed to bring up wlan1.
</code></pre>

<p>Leaving out the bssid_blacklist line and trying:</p>

<pre><code>wpa_cli blacklist 11:22:33:aa:bb:cc
</code></pre>

<p>gives me:</p>

<pre><code>Failed to connect to non-global ctrl_ifname: (null)  error: No such file or directory
</code></pre>

<p>Any thoughts?</p>
"
50609,1,2016-07-01T02:23:27.470,-1,269,34463,,2020-01-13T09:03:40.517,,0,,"<p>I'm trying to create a light automation system with my Raspberry Pi 2, PHP, Python and an Apache server.  Unlike some people, I want to be able to access this server from anywhere in the world.  The only problem with this, of course, is that if it's made public, anyone would be able to access the server.</p>

<p>This will be a huge security risk.</p>

<p>If anyone knows a way that the server could either be made private or very secure, that would be most appreciated.</p>

<p>I suppose it would be possible to setup a password system, but there could be ways that it could be broken into.  This includes.</p>

<ul>
<li>SQL Injections</li>
<li>Brute Force Attacks</li>
</ul>

<p>I'm already trying to avoid brute force attacks from bots by putting my server on a port other than 80.  I don't have much experience with apache servers, but if it's possible, I'd like to learn if I could use something to avoid brute force attacks on that port.</p>

<p>An example would that I use Fail2Ban for my SSH servers.</p>

<p>Although this may not be important, I'm running <strong>Raspbian</strong> on a <strong>Raspberry Pi 2</strong> with <strong>Apache 2</strong> and <strong>PHP 5</strong>.</p>
"
50967,1,2016-07-08T09:40:20.750,12,61880,39872,,2017-03-01T21:58:14.997,,7,,"<p>I have two RasPi3, both on the newest Jessie and updated &amp;&amp; upgraded. The problem is that both Pis can see networks but are not connecting to them. </p>

<pre><code>sudo iwlist wlan0 scan
</code></pre>

<p>Gives me multiple networks including the one I want to connect to. Typing in the credentials and authentication into the wpa_supplicant.conf file doesn't work. Then I installed xrdp on the Pis to see if a connection over that is possible. Again I see available networks including the one I want to connect to. I click it, type in the requested key and nothing happens. Afterwards a mouseover on the networks button in the upper right corner shows ""wlan0 not associated"". </p>

<pre><code>sudo ifup wlan0
</code></pre>

<p>tells me that the wlan0 interface is already configured. Makes sense. 
The newest firmware for the WiFi chip on the board is installed. </p>

<p>When I set the Pis up, they connected without any problems. Even to the same network as they should now. Nothing changed in the meantime. </p>

<p>What can I try?</p>

<p>EDIT:
Just tested to connect to my phone using the mobile hotspot. No problem at all...It gets confusing.</p>
"
51016,1,2016-07-09T15:59:52.417,3,1446,49196,,2019-12-29T16:01:40.210,2016-07-10T14:51:33.993,2,,"<p>I've been trying for two days, have not been able to get my WiFi to work on Raspberry Pi 3</p>

<p>I've tried the Jessie Lite build from FR24, and even the full download from Raspberry site.</p>

<p>wpa_supplicant.conf:</p>

<pre><code>ctrl_interface=DIR=/var/run/wpa_supplicant GROUP=netdev
update_config=1

network={
ssid=""-----""
psk=""------""
proto=RSN
key_mgmt=WPA-PSK
pairwise=CCMP
group=CCMP
auth_alg=OPEN
}
</code></pre>

<p>interfaces:</p>

<pre><code>auto lo

iface lo inet loopback
iface eth0 inet dhcp

allow-hotplug wlan0
auto wlan0
iface wlan0 inet dhcp
wpa-conf /etc/wpa_supplicant/wpa_supplicant.conf
</code></pre>

<p>pi@raspberrypi:~ $ ifconfig -a</p>

<pre><code>eth0      Link encap:Ethernet  HWaddr b8:27:eb:4b:d5:3d
          inet addr:192.168.1.74  Bcast:192.168.1.255  Mask:255.255.255.0
          inet6 addr: 2602:306:36c9:c70:e7a9:fcae:b690:40a6/64 Scope:Global
          inet6 addr: fe80::66b9:e804:a95e:8576/64 Scope:Link
          UP BROADCAST RUNNING MULTICAST  MTU:1500  Metric:1
          RX packets:837 errors:0 dropped:0 overruns:0 frame:0
          TX packets:371 errors:0 dropped:0 overruns:0 carrier:0
          collisions:0 txqueuelen:1000
          RX bytes:53193 (51.9 KiB)  TX bytes:50627 (49.4 KiB)

lo        Link encap:Local Loopback
          inet addr:127.0.0.1  Mask:255.0.0.0
          inet6 addr: ::1/128 Scope:Host
          UP LOOPBACK RUNNING  MTU:65536  Metric:1
          RX packets:13776 errors:0 dropped:0 overruns:0 frame:0
          TX packets:13776 errors:0 dropped:0 overruns:0 carrier:0
          collisions:0 txqueuelen:1
          RX bytes:1145608 (1.0 MiB)  TX bytes:1145608 (1.0 MiB)
</code></pre>

<p>pi@raspberrypi:~ $ sudo ifup wlan0</p>

<pre><code>wpa_supplicant: /sbin/wpa_supplicant daemon failed to start
run-parts: /etc/network/if-pre-up.d/wpasupplicant exited with return code 1
Failed to bring up wlan0.
</code></pre>

<p>pi@raspberrypi:~ $ sudo ifdown wlan0</p>

<pre><code>ifdown: interface wlan0 not configured
</code></pre>

<p>completely confused, please help.
Thanks,
Brian.</p>

<p>Hi Joe,, the Flight Radar 24 dist is built on Raspbian Jessie light
here is the lsmod</p>

<pre><code>pi@raspberrypi:~ $ lsmod
Module                  Size  Used by
bnep                   10340  2
hci_uart               17943  1
btbcm                   5929  1 hci_uart
bluetooth             326105  22 bnep,btbcm,hci_uart
cfg80211              427855  0
rfkill                 16037  3 cfg80211,bluetooth
ir_xmp_decoder          2903  0
ir_lirc_codec           4863  0
lirc_dev                8310  1 ir_lirc_codec
ir_mce_kbd_decoder      3921  0
ir_sharp_decoder        2177  0
ir_sanyo_decoder        2433  0
ir_sony_decoder         2175  0
ir_jvc_decoder          2173  0
ir_rc6_decoder          2813  0
ir_rc5_decoder          2493  0
ir_nec_decoder          2621  0
r820t                  16592  0
rtl2832                11329  0
i2c_mux                 2457  1 rtl2832
dvb_usb_v2             13297  0
dvb_core               81104  2 rtl2832,dvb_usb_v2
rc_core                16468  12 ir_sharp_decoder,ir_xmp_decoder,lirc_dev,ir_lirc_codec,ir_rc5_decoder,ir_nec_decoder,ir_sony_decoder,ir_mce_kbd_decoder,ir_jvc_decoder,dvb_usb_v2,ir_rc6_decoder,ir_sanyo_decoder
joydev                  9024  0
snd_bcm2835            20511  0
snd_pcm                75698  1 snd_bcm2835
snd_timer              19160  1 snd_pcm
bcm2835_wdt             3225  0
snd                    51844  3 snd_bcm2835,snd_timer,snd_pcm
spi_bcm2835             7286  0
bcm2835_gpiomem         3040  0
evdev                  11396  3
hid_logitech           20832  0
ff_memless              4750  1 hid_logitech
uio_pdrv_genirq         3164  0
uio                     8000  1 uio_pdrv_genirq
ipv6                  347530  32
</code></pre>

<p>and the lsusb:</p>

<pre><code>pi@raspberrypi:~ $ lsusb
Bus 001 Device 006: ID 0bda:2838 Realtek Semiconductor Corp. RTL2838 DVB-T
Bus 001 Device 005: ID 046d:c06a Logitech, Inc. USB Optical Mouse
Bus 001 Device 004: ID 046d:c517 Logitech, Inc. LX710 Cordless Desktop Laser
Bus 001 Device 003: ID 0424:ec00 Standard Microsystems Corp. SMSC9512/9514 Fast Ethernet Adapter
Bus 001 Device 002: ID 0424:9514 Standard Microsystems Corp.
Bus 001 Device 001: ID 1d6b:0002 Linux Foundation 2.0 root hub
</code></pre>
"
51094,1,2016-07-11T17:34:16.350,4,2752,49307,,2019-06-30T12:18:50.073,,7,,"<p>I am trying to upgrade my Raspberry Pi Zero and have been fighting a multitude of segmentation faults, and I am at a loss as to how to fix this.  When I enter sudo apt-get upgrade, this is the output:</p>

<pre><code>osmc@OSMCPIZERO32:~$ sudo apt-get upgrade
Reading package lists... Done
Building dependency tree
Reading state information... Done
Calculating upgrade... Done
The following packages have been kept back:
rbp1-kernel-osmc
The following packages will be upgraded:
armv6l-eventlircd-osmc armv6l-remote-osmc base-files-osmc diskmount-osmc libxslt1.1 mediacenter-addon-osmc
perftune-osmc rbp-bootloader-osmc rbp-userland-dev-osmc rbp-userland-osmc rbp1-mediacenter-osmc
wireless-firmware-osmc
12 upgraded, 0 newly installed, 0 to remove and 1 not upgraded.
Need to get 58.6 MB of archives.
After this operation, 279 kB disk space will be freed.
Do you want to continue? [Y/n] yes
Get:1 http://archive.raspbian.org/raspbian/ jessie/main libxslt1.1 armhf 1.1.28-2+deb8u1 [213 kB]
Get:2 http://apt.osmc.tv/ jessie/main base-files-osmc all 1.9.5 [15.4 kB]
Get:3 http://apt.osmc.tv/ jessie/main diskmount-osmc all 1.4.4 [3,684 B]
Get:4 http://apt.osmc.tv/ jessie/main perftune-osmc all 1.2.0 [2,042 B]
Get:5 http://apt.osmc.tv/ jessie/main rbp-bootloader-osmc armhf 1.2.9-1 [2,165 kB]
Get:6 http://apt.osmc.tv/ jessie/main rbp-userland-dev-osmc armhf 1.2.0-5 [417 kB]
Get:7 http://apt.osmc.tv/ jessie/main rbp-userland-osmc armhf 1.2.0-5 [1,874 kB]
Get:8 http://apt.osmc.tv/ jessie/main mediacenter-addon-osmc all 3.0.618 [18.0 MB]
Get:9 http://apt.osmc.tv/ jessie/main rbp1-mediacenter-osmc armhf 16.1.0-12 [30.3 MB]
Get:10 http://apt.osmc.tv/ jessie/main armv6l-eventlircd-osmc armhf 1.2.0 [34.8 kB]
Get:11 http://apt.osmc.tv/ jessie/main armv6l-remote-osmc armhf 1.2.1 [1,343 kB]
Get:12 http://apt.osmc.tv/ jessie/main wireless-firmware-osmc all 1.1.2 [4,266 kB]
Fetched 58.6 MB in 3min 37s (269 kB/s)
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/libxslt1.1_1.1.28-2+deb8u1_armhf.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/base-files-osmc_1.9.5_all.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/diskmount-osmc_1.4.4_all.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/perftune-osmc_1.2.0_all.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/rbp-bootloader-osmc_1.2.9-1_armhf.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/rbp-userland-dev-osmc_1.2.0-5_armhf.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/rbp-userland-osmc_1.2.0-5_armhf.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/mediacenter-addon-osmc_3.0.618_all.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/rbp1-mediacenter-osmc_16.1.0-12_armhf.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/armv6l-eventlircd-osmc_1.2.0_armhf.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/armv6l-remote-osmc_1.2.1_armhf.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
dpkg-deb: error: subprocess tar was killed by signal (Segmentation fault)
dpkg: error processing archive /var/cache/apt/archives/wireless-firmware-osmc_1.1.2_all.deb (--unpack):
subprocess dpkg-deb --control returned error exit status 2
 Errors were encountered while processing:
/var/cache/apt/archives/libxslt1.1_1.1.28-2+deb8u1_armhf.deb
/var/cache/apt/archives/base-files-osmc_1.9.5_all.deb
/var/cache/apt/archives/diskmount-osmc_1.4.4_all.deb
/var/cache/apt/archives/perftune-osmc_1.2.0_all.deb
/var/cache/apt/archives/rbp-bootloader-osmc_1.2.9-1_armhf.deb
/var/cache/apt/archives/rbp-userland-dev-osmc_1.2.0-5_armhf.deb
/var/cache/apt/archives/rbp-userland-osmc_1.2.0-5_armhf.deb
/var/cache/apt/archives/mediacenter-addon-osmc_3.0.618_all.deb
/var/cache/apt/archives/rbp1-mediacenter-osmc_16.1.0-12_armhf.deb
/var/cache/apt/archives/armv6l-eventlircd-osmc_1.2.0_armhf.deb
/var/cache/apt/archives/armv6l-remote-osmc_1.2.1_armhf.deb
/var/cache/apt/archives/wireless-firmware-osmc_1.1.2_all.deb
E: Sub-process /usr/bin/dpkg returned an error code (1)
</code></pre>

<p>Any thoughts or advice would be most appreciated before I tear out the rest of my hair.  :)  Thanks!</p>
"
51248,1,2016-07-15T00:55:52.857,2,1011,38114,,2017-11-30T15:57:44.543,2016-07-15T11:11:21.073,7,,"<h2>The goal</h2>

<p>I'm attempting to connect two Raspberry Pi's together using IPv6 over SLIP but it's not quite working.  Here's what I've done:</p>

<h2>The attempt</h2>

<p>Both Pis are Model B running Jessie and the same process was applied to both. First, I edited the <code>/boot/config.txt</code> to enable <code>uart0</code> on both machines.  Next, I used <code>raspi-config</code> to turn off the redirection of tty to the uart.</p>

<p>The connection was then made between the two by connecting gnd (pin 6), tx0 (pin 8), and rx0, (pin 10).  Naturally, gnd to gnd, and tx0 to rx0.  Then the following commands:</p>

<pre><code>sudo slattach -p slip -s 115200 /dev/ttyAMA0 &amp;
sudo ifconfig sl0 mtu 1280
sudo ifconfig sl0 add 2016:0bd8:0:f101::101/64
ping6 -c 4 -I sl0 2016:bd8:0:f101::102
</code></pre>

<p>One of the devices was given <code>::101</code> and the other <code>::102</code>.  </p>

<p>On the <code>102</code> box, I run <code>sudo tcpdump -i sl0</code> and on the <code>101</code> box, I run <code>ping -c4 2016:bd8:0:f101::102</code>.  </p>

<h2>The results</h2>

<p>I see that the <code>102</code> box is actually receiving the ICMP6 echo requests, but never answers:</p>

<pre><code>tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on sl0, link-type RAW (Raw IP), capture size 262144 bytes
20:47:17.096858 IP6 2016:bd8:0:f101::101 &gt; 2016:bd8:0:f101::102: ICMP6, echo request, seq 1, length 64
20:47:18.104029 IP6 2016:bd8:0:f101::101 &gt; 2016:bd8:0:f101::102: ICMP6, echo request, seq 2, length 64
20:47:19.103880 IP6 2016:bd8:0:f101::101 &gt; 2016:bd8:0:f101::102: ICMP6, echo request, seq 3, length 64
20:47:20.103889 IP6 2016:bd8:0:f101::101 &gt; 2016:bd8:0:f101::102: ICMP6, echo request, seq 4, length 64
</code></pre>

<p>Also, the ipv6 firewalls are clear.  That is, I ran <code>ip6tables -F</code> on both devices.</p>

<p>Both devices also have Ethernet ports which obtain IPv6 addresses via a local DHCP server that hands out both IPv4 and IPv6 addresses.  Over <code>eth0</code> I can ping one from the other using IPv4 or IPv6 with no problem.</p>

<p>I should also mention that I can try from either end and I get the same result, so clearly it's not a wiring or UART problem.</p>

<h3>Additional notes</h3>

<p>I can issue a <code>ping6</code> without specifying the interface and the routing is handled correctly.  That is, if I type <code>ping6 -c4 2016:bd8:0:f101::102</code>, I can see the <code>echo</code> requests coming in on the serial interface on <code>::102</code>.</p>

<p>Just in case something funny was happening, I also did a <code>tcpdump</code> on the <code>eth0</code> port of <code>::2</code> and did <em>not</em> see my missing ICMP echoreply messages heading out that way.  When I do a ping6 on the eth0 port, I see both echo and echoreply messages just fine.</p>

<p>I've also used <code>ping6 -c4 ff02::1%sl0</code> to find all neighbors, but each node only reports itself.</p>

<h2>The question</h2>

<p>What can I do to figure out why the Pi is not responding?  If I substitute IPv4 addresses, everything works just fine.  Is there some strange interaction between SLIP and IPv6?</p>
"
51375,1,2016-07-18T00:16:58.343,7,9953,29103,,2016-07-18T15:01:14.100,,1,,"<p>How do you allow non-root users to access I2C on the Raspberry Pi 2?</p>

<p>I've compiled <a href=""https://github.com/jrowberg/i2cdevlib/blob/master/RaspberryPi_bcm2835/MPU6050/examples/MPU6050_example_1.cpp"">this code</a> for accessing an MPU6050 sensor via I2C, and it works perfectly, but only when I call it via sudo.</p>

<p>I tried adding the pi user to the spi and i2c groups, and adding udev rules as explained <a href=""http://quick2wire.com/non-root-access-to-spi-on-the-pi/"">here</a> and <a href=""https://github.com/fivdi/i2c-bus/blob/master/doc/raspberry-pi-i2c.md"">here</a>, but even after rebooting, those had little effect. I can run <code>/usr/sbin/i2cdetect</code> as a non-root user, but the C code <code>I2Cdev::initialize()</code> still crashes if run without sudo.</p>

<p>This is documented in the <a href=""http://www.airspayce.com/mikem/bcm2835/"">underlying bcm2835 library</a>:</p>

<blockquote>
  <p>If the library runs with any other effective UID (ie not root), then
  bcm2835_init() will attempt to open /dev/gpiomem, and, if successful,
  will only permit GPIO operations. In particular, bcm2835_spi_begin()
  and bcm2835_i2c_begin() will return false and all other non-gpio
  operations may fail silently or crash.</p>
</blockquote>

<p>Is there any workaround for this? Even if I add the pi user to the root group, it still silently crashes.</p>
"
51464,1,2016-07-19T20:23:44.877,2,1708,49636,,2019-03-01T20:53:36.627,,6,,"<p>Well these days Im trying to design a software which use smart card readers, I am using ACR1252u and I have discovered how to buzz my smart card reader if a tag or card is on the reader. but still wondering how can I do this without the card on the reader. the code which works for when the card is on the reader is below:</p>

<pre><code>retCode = Card.SCardConnect(hContext, readername, Card.SCARD_SHARE_SHARED,
Card.SCARD_PROTOCOL_T0 | Card.SCARD_PROTOCOL_T1, ref hCard, ref Protocol);

    Byte[] setBuzzerLoud = new Byte[6];
    setBuzzerLoud[0] = 0xE0;
    setBuzzerLoud[1] = 0x00;
    setBuzzerLoud[2] = 0x00;
    setBuzzerLoud[3] = 0x21;
    setBuzzerLoud[4] = 0x01;
    setBuzzerLoud[5] = 0x77;
    uint pcBytesReturned = 0;
    Byte[] RecieveBuff = new Byte[64];
    uint controlcode = 3225264;
    int status = Card.SCardControl(hCard, controlcode, ref setBuzzerLoud[0], 6, ref RecieveBuff[0], RecieveBuff.Length, ref pcBytesReturned);
MessageBox.Show(status.ToString());
</code></pre>

<p>The problem is when hcard is on the reader the status which is the error shows 6. which means wrong handle!. But why buzzing a reader is connected to if the card is over the reader? is there anyway to turn this over? cause after this I want to turn on LEDs while the card is not over the reader- Guys plz if anyone have solved this problem tell us.</p>
"
51574,1,2016-07-22T11:49:00.047,1,865,49837,,2016-08-12T22:07:54.840,2016-07-22T15:52:27.207,1,,"<p>I would like to create an Amazon Echo using the Matrix Creator connected with to a Raspberry Pi. </p>

<p>My actual idea is use a beamforming algorithm to define the direction of the sound and turn on an LED according to the direction detected. Do you think it's possible with Matrix Creator? How can I get the stream from the microphones? Is there any ready software? </p>
"
51642,1,2016-07-23T22:36:51.390,3,20108,49910,,2020-04-26T22:09:27.753,2016-07-23T22:43:21.580,3,,"<p>Using: Model B Version 2</p>

<p>Dongle: TP-Link model TL-WN823N</p>

<p>os: raspbian</p>

<p>Tutorial: <a href=""http://www.circuitbasics.com/raspberry-pi-wifi-installing-wifi-dongle/"" rel=""nofollow"">http://www.circuitbasics.com/raspberry-pi-wifi-installing-wifi-dongle/</a></p>

<p>Following the tutorial above i have altered the files:</p>

<blockquote>
  <p>/etc/network/interfaces</p>
  
  <p>/etc/wpa_supplicant/wpa_supplicant.conf</p>
</blockquote>

<p>Despite hours of my best(though limited in ability) efforts, i cannot get the pi connected to the internet through the wifi.</p>

<p>I assume that dongle works, and is compatible with my pi as i can use the command to return a list of wireless networks:</p>

<p><code>sudo iwlist wlan0 scan</code></p>

<p>the two files have been altered to show:</p>

<pre><code>#/etc/network/interfaces    
auto lo

iface lo inet loopback
iface eth0 inet dhcp

auto wlan0
iface wlan0 inet dhcp
wpa-conf /etc/wpa_supplicant/wpa_supplicant.conf
</code></pre>

<p>and</p>

<pre><code>#/etc/wpa_supplicant/wpa_supplicant.conf
ctrl_interface=/var/run/wpa_supplicant
ctrl_interface_group=0
update_config=1

network={
    ssid=""YOUR WIFI NETWORK NAME""
    psk=""YOUR WIFI PASSWORD""
}
</code></pre>

<p>i simplified the later after seeing it was possible on websites offering similar tutorials.  When i type iwconfig i get:</p>

<blockquote>
  <p>wlan0    unassociated    nickname:""WIFI@Realtec""</p>
</blockquote>

<p>Any help with this situation would be appreciated.</p>

<p>In my rage i have also managed to hide the network icon on the GUI, bonus points for how to turn that back on...</p>

<p>EDIT:  I've now come code which works, but i'm unsure of why the initial bit did not, will be happy to accept an answer which can tell me this.  I've also added the code i'm now using below to help anyone like myself who could end up here from google.</p>
"
51736,1,2016-07-26T04:43:47.990,2,2512,49836,,2016-10-06T11:21:28.197,,3,,"<p>From the range of OSs available for Raspberry Pi, I would like to know whether the distro impacts the performance of the OS in pure terminal mode. I plan to run computationally power consuming algorithms with it and hence I would like to get the best out of its performance.</p>

<p>Specifically, I am interested in Raspbian, Ubuntu MATE and ArchLinux. How does the performance compare when there is not GUI related process running at the backround? Suppose if I were to disable the <code>startx</code> to boot in <code>text</code> mode, will there be a difference in the speed between these distros?</p>

<p>I would prefer Raspbian or Ubuntu MATE as it already has its WiFi and Bluetooth readily configured (I need them both), but was wondering if Arch can be any faster.</p>
"
51764,1,2016-07-26T15:47:14.850,0,361,49500,,2019-10-17T05:50:04.133,2016-07-27T09:26:52.863,0,,"<p>I am connecting the Lepton FLIR thermal scanner to my Raspberry Pi and I've gotten everything setup and working but when I try to run the program all I see is a red box surrounded by black. </p>

<p>According to <a href=""https://learn.sparkfun.com/tutorials/flir-lepton-hookup-guide"" rel=""nofollow"">SparkFun</a>, I could fix this problem by unplugging and then plugging back in the camera, but this didn't work for me. I searched somewhere else and I found <a href=""https://groups.google.com/forum/#!msg/flir-lepton/aMxbDvNw0qw/QOB6v2Vl9MwJ"" rel=""nofollow"">this solution</a>, but it's telling me to edit the LeptonThread.cpp file, but I can't figure out where to add it. </p>

<p>Can anyone on here help me break down what I need to do? I've written the bash script and I've opened the <code>LeptonThread.cpp</code> file and looked through it, but I can't figure out where to add the code shown.</p>

<p>Where in the <code>LeptonThread.cpp</code> do I add the code in <a href=""https://groups.google.com/forum/#!msg/flir-lepton/aMxbDvNw0qw/QOB6v2Vl9MwJ"" rel=""nofollow"">this solution</a>, and then what do I need to do with it?</p>
"
51889,1,2016-07-29T20:30:47.600,1,6095,49802,,2020-12-12T18:05:55.450,2017-02-03T18:41:07.230,4,,"<p>The red LED on my Pi Camera is not turning off. Does this mean the camera is still on even after the <code>camera.stop_preview()</code> command is executed?</p>

<pre class=""lang-python prettyprint-override""><code>def setup_camera():
    camera = picamera.PiCamera()
    camera.resolution = (700,780)
    camera.preview_fullscreen = False
    camera.preview_window = (0, 0, 700, 780)
    camera.start_preview()
    time.sleep(5)
    camera.stop_preview()
    return;

setup_camera()
</code></pre>
"
53146,1,2016-08-04T21:39:48.660,0,917,11827,,2016-08-13T11:19:42.747,2016-08-13T11:19:42.747,0,,"<p>I'm looking for something like picamera python library, for USB webcams.
Is there a python library that allows for image capture, and streaming for USB web-cameras?</p>
"
